,noise_level,distance,method,run
0,2,0.8367598226413582,MAPMLAT,0
1,2,0.8690055599194293,MAPMLAT,1
2,2,0.847371702716103,MAPMLAT,2
3,2,0.8609449237024699,MAPMLAT,3
4,2,0.7697152045255086,MAPMLAT,4
5,2,0.8236710543868848,MAPMLAT,5
6,2,0.9057890907855085,MAPMLAT,6
7,2,0.8097727539817253,MAPMLAT,7
8,2,0.784681747754335,MAPMLAT,8
9,2,0.7590166352430612,MAPMLAT,9
10,2,0.7856831319167539,MAPMLAT,10
11,2,0.8340336086639499,MAPMLAT,11
12,2,0.8052693130072538,MAPMLAT,12
13,2,0.8297818766616458,MAPMLAT,13
14,2,0.7636211283978052,MAPMLAT,14
15,2,0.8195213310939757,MAPMLAT,15
16,2,0.8717759971473655,MAPMLAT,16
17,2,0.8227712293844932,MAPMLAT,17
18,2,0.7933274522943873,MAPMLAT,18
19,2,0.79606485576393,MAPMLAT,19
20,2,0.7920009856631316,MAPMLAT,20
21,2,0.848996296096923,MAPMLAT,21
22,2,0.8280421572016113,MAPMLAT,22
23,2,0.8409832173669918,MAPMLAT,23
24,2,0.8384053103031431,MAPMLAT,24
25,2,0.8826813757052937,MAPMLAT,25
26,2,0.7827205859002995,MAPMLAT,26
27,2,0.8692851251974754,MAPMLAT,27
28,2,0.8359387771441164,MAPMLAT,28
29,2,0.8648773072847823,MAPMLAT,29
30,3,0.8729173710495022,MAPMLAT,0
31,3,0.8581537439649687,MAPMLAT,1
32,3,1.01146716661487,MAPMLAT,2
33,3,0.9271670335316076,MAPMLAT,3
34,3,0.8965090738834117,MAPMLAT,4
35,3,0.8268478304386351,MAPMLAT,5
36,3,0.8444999552681545,MAPMLAT,6
37,3,0.8274424843397584,MAPMLAT,7
38,3,0.9834550016559088,MAPMLAT,8
39,3,0.885138600609173,MAPMLAT,9
40,3,0.8969776915994785,MAPMLAT,10
41,3,0.8951941372000988,MAPMLAT,11
42,3,0.9618894605015811,MAPMLAT,12
43,3,0.9250256934389625,MAPMLAT,13
44,3,0.8535493356567717,MAPMLAT,14
45,3,0.9125563458013092,MAPMLAT,15
46,3,0.760206110723754,MAPMLAT,16
47,3,0.8033795525264797,MAPMLAT,17
48,3,0.7854377378191041,MAPMLAT,18
49,3,0.9220635577696669,MAPMLAT,19
50,3,0.9808482626655071,MAPMLAT,20
51,3,0.8755413952500019,MAPMLAT,21
52,3,0.8845276366828045,MAPMLAT,22
53,3,0.8903232582287647,MAPMLAT,23
54,3,0.7867707732541321,MAPMLAT,24
55,3,0.9030744777562144,MAPMLAT,25
56,3,0.8557906570762085,MAPMLAT,26
57,3,0.934833795506478,MAPMLAT,27
58,3,0.8588329074335744,MAPMLAT,28
59,3,0.9302372634620414,MAPMLAT,29
60,4,0.7965119531575018,MAPMLAT,0
61,4,0.8325796908140933,MAPMLAT,1
62,4,1.0367670500521855,MAPMLAT,2
63,4,0.940021648011024,MAPMLAT,3
64,4,0.9371829179243514,MAPMLAT,4
65,4,0.8790392824959432,MAPMLAT,5
66,4,0.8749956563055284,MAPMLAT,6
67,4,0.8263648381538652,MAPMLAT,7
68,4,0.8175023632093216,MAPMLAT,8
69,4,0.8758629431391641,MAPMLAT,9
70,4,0.8144056729374941,MAPMLAT,10
71,4,0.9531260361135641,MAPMLAT,11
72,4,0.7322249823506426,MAPMLAT,12
73,4,0.7082297102468901,MAPMLAT,13
74,4,0.8454872746175024,MAPMLAT,14
75,4,0.8989664917701503,MAPMLAT,15
76,4,0.8403807105404598,MAPMLAT,16
77,4,0.8125411978747757,MAPMLAT,17
78,4,0.8809115040612113,MAPMLAT,18
79,4,0.9010289239830185,MAPMLAT,19
80,4,0.7189395650887164,MAPMLAT,20
81,4,0.8629476444895242,MAPMLAT,21
82,4,0.9002114533557692,MAPMLAT,22
83,4,0.8625096517248876,MAPMLAT,23
84,4,0.8533260266400453,MAPMLAT,24
85,4,0.81729122933924,MAPMLAT,25
86,4,0.8729710770113369,MAPMLAT,26
87,4,0.8093997546628889,MAPMLAT,27
88,4,0.741052335313618,MAPMLAT,28
89,4,0.8377142186818819,MAPMLAT,29
90,5,0.9368875735236838,MAPMLAT,0
91,5,0.9445946712869019,MAPMLAT,1
92,5,0.6739460266258481,MAPMLAT,2
93,5,0.7857750001274445,MAPMLAT,3
94,5,0.89779740228076,MAPMLAT,4
95,5,0.7703965015872031,MAPMLAT,5
96,5,0.7392631306640164,MAPMLAT,6
97,5,0.7204733230575353,MAPMLAT,7
98,5,0.8223899241185623,MAPMLAT,8
99,5,0.7719984171915808,MAPMLAT,9
100,5,0.8515847333149499,MAPMLAT,10
101,5,0.6726759702336502,MAPMLAT,11
102,5,0.653920803182856,MAPMLAT,12
103,5,0.8075900608109012,MAPMLAT,13
104,5,0.7995432957334603,MAPMLAT,14
105,5,0.8185939890900418,MAPMLAT,15
106,5,0.7374978545687959,MAPMLAT,16
107,5,0.8511570947936584,MAPMLAT,17
108,5,0.7468514968628852,MAPMLAT,18
109,5,0.765503057833954,MAPMLAT,19
110,5,0.7503202299787559,MAPMLAT,20
111,5,0.8705147426860631,MAPMLAT,21
112,5,0.8367846248315882,MAPMLAT,22
113,5,0.8183623456394158,MAPMLAT,23
114,5,0.7662840523283644,MAPMLAT,24
115,5,0.9460046408188408,MAPMLAT,25
116,5,0.7865440163377815,MAPMLAT,26
117,5,0.6419470251274385,MAPMLAT,27
118,5,0.8027066361808783,MAPMLAT,28
119,5,0.778972763412956,MAPMLAT,29
120,6,0.8032601509745999,MAPMLAT,0
121,6,0.8500684664380546,MAPMLAT,1
122,6,0.7434434205710043,MAPMLAT,2
123,6,0.6590778604311448,MAPMLAT,3
124,6,0.9084683401588445,MAPMLAT,4
125,6,0.6903480970205436,MAPMLAT,5
126,6,0.8044834779024166,MAPMLAT,6
127,6,0.7806575694340436,MAPMLAT,7
128,6,0.8776895692052035,MAPMLAT,8
129,6,0.7650658808014462,MAPMLAT,9
130,6,0.7932533828182524,MAPMLAT,10
131,6,0.5784660497445092,MAPMLAT,11
132,6,0.7701036602446233,MAPMLAT,12
133,6,0.8219346233827716,MAPMLAT,13
134,6,0.7314682395979475,MAPMLAT,14
135,6,0.8494482724044048,MAPMLAT,15
136,6,0.6495807986598507,MAPMLAT,16
137,6,0.6499202717708734,MAPMLAT,17
138,6,0.6607840256025266,MAPMLAT,18
139,6,0.5270429946676713,MAPMLAT,19
140,6,0.6424323804019096,MAPMLAT,20
141,6,0.64727133381107,MAPMLAT,21
142,6,0.8377348253204322,MAPMLAT,22
143,6,0.5951424769716832,MAPMLAT,23
144,6,0.746481546733489,MAPMLAT,24
145,6,0.7337037655895022,MAPMLAT,25
146,6,0.5805723782901575,MAPMLAT,26
147,6,0.7155075277244628,MAPMLAT,27
148,6,0.7152113490257502,MAPMLAT,28
149,6,0.7480349605341787,MAPMLAT,29
150,7,0.529317399474333,MAPMLAT,0
151,7,0.5708831409287997,MAPMLAT,1
152,7,0.5491410898775159,MAPMLAT,2
153,7,0.4723728581747291,MAPMLAT,3
154,7,0.63798035968672,MAPMLAT,4
155,7,0.5643332229124174,MAPMLAT,5
156,7,0.8306816388427629,MAPMLAT,6
157,7,0.7239611970698265,MAPMLAT,7
158,7,0.6231387422523248,MAPMLAT,8
159,7,0.6308861594797439,MAPMLAT,9
160,7,0.6293772464147942,MAPMLAT,10
161,7,0.6691782182242377,MAPMLAT,11
162,7,0.719838774709456,MAPMLAT,12
163,7,0.8823369929644074,MAPMLAT,13
164,7,0.7074926914808971,MAPMLAT,14
165,7,0.7747519224337039,MAPMLAT,15
166,7,0.535471301480004,MAPMLAT,16
167,7,0.46044635236574094,MAPMLAT,17
168,7,0.6076215508368701,MAPMLAT,18
169,7,0.6063201878305186,MAPMLAT,19
170,7,0.5734755098069783,MAPMLAT,20
171,7,0.4666126839193623,MAPMLAT,21
172,7,0.8054973542094469,MAPMLAT,22
173,7,0.6673794724395737,MAPMLAT,23
174,7,0.7384843488700562,MAPMLAT,24
175,7,0.490066948971563,MAPMLAT,25
176,7,0.6506596930829233,MAPMLAT,26
177,7,0.7090218321174955,MAPMLAT,27
178,7,0.7118328921371643,MAPMLAT,28
179,7,0.6306315319692818,MAPMLAT,29
180,8,0.46356744298568914,MAPMLAT,0
181,8,0.3367074851918615,MAPMLAT,1
182,8,0.4763292037583227,MAPMLAT,2
