Unnamed: 0,noise_level,distance,method,run
393,6,0.4892275459010002,lin,3
394,6,0.2362612465598499,lin,4
395,6,0.15794552065882464,lin,5
396,6,0.2888452714623469,lin,6
397,6,0.20478950396377385,lin,7
398,6,0.1752349221472638,lin,8
399,6,0.2968941926271943,lin,9
400,6,0.13827957292962592,lin,10
401,6,0.1763680666257222,lin,11
402,6,0.05249068245071268,lin,12
403,6,0.33560854001822976,lin,13
404,6,0.1993030768896432,lin,14
405,6,0.023841358318017883,lin,15
406,6,0.23029856447562302,lin,16
407,6,0.2572250509338693,lin,17
408,6,0.2450320776593872,lin,18
409,6,0.11365611479492325,lin,19
410,6,0.14522934545350588,lin,20
411,6,0.2348084423910475,lin,21
412,6,0.18572483124113015,lin,22
413,6,0.13806992092287138,lin,23
414,6,0.17461830803006087,lin,24
415,6,0.10867915894006484,lin,25
416,6,0.16683056523685924,lin,26
417,6,0.3295520328399582,lin,27
418,6,0.1920985337004004,lin,28
419,6,0.02822202624082152,lin,29
420,7,0.18331003513480867,lin,0
421,7,0.284175818930097,lin,1
422,7,0.14655577310632756,lin,2
423,7,0.34306932799025586,lin,3
424,7,0.31846181098429954,lin,4
425,7,0.21094656404343565,lin,5
426,7,0.3219258034757733,lin,6
427,7,0.2907128567930525,lin,7
428,7,0.1887003243480846,lin,8
429,7,0.23757044120012544,lin,9
430,7,0.1034801315994979,lin,10
431,7,0.3442829848768748,lin,11
432,7,0.0844141736240622,lin,12
433,7,0.3587718740813882,lin,13
434,7,0.6490122016915041,lin,14
435,7,0.06533298148591983,lin,15
436,7,0.3105928200019285,lin,16
437,7,0.5025497552287324,lin,17
438,7,0.3440764142674307,lin,18
439,7,0.38012135281439297,lin,19
440,7,0.2498001582534626,lin,20
441,7,0.1815048704006636,lin,21
442,7,0.18402014979589165,lin,22
443,7,0.1555911301923885,lin,23
444,7,0.2683844008517177,lin,24
445,7,0.30857820114395684,lin,25
446,7,0.20844819366959094,lin,26
447,7,0.1545651525690183,lin,27
448,7,0.24941281946235336,lin,28
449,7,0.4086916281006125,lin,29
450,8,0.5148995825507838,lin,0
451,8,0.3492798914567139,lin,1
452,8,0.25770041078794925,lin,2
453,8,0.2605960205734728,lin,3
454,8,0.29391854405033235,lin,4
455,8,0.2951178697121979,lin,5
456,8,0.2290199397609137,lin,6
457,8,0.32080863370213203,lin,7
458,8,0.3238501217589899,lin,8
459,8,0.4329446925815243,lin,9
460,8,0.11180218335016896,lin,10
461,8,0.4102711667232705,lin,11
462,8,0.5503938818190127,lin,12
463,8,0.5176394973773675,lin,13
464,8,0.03983912029108983,lin,14
465,8,0.21114997498143487,lin,15
466,8,0.3343602978516522,lin,16
467,8,0.037151998439107735,lin,17
468,8,0.32696049358543794,lin,18
469,8,0.4674089383905168,lin,19
470,8,0.07177967188728201,lin,20
471,8,0.4211705020058398,lin,21
472,8,0.481396170880473,lin,22
473,8,0.3642989877113708,lin,23
474,8,0.41308299260355735,lin,24
475,8,0.31757592602137635,lin,25
476,8,0.2740480035439985,lin,26
477,8,0.0651980012791642,lin,27
478,8,0.19539180544471466,lin,28
479,8,0.4133322089854583,lin,29
480,9,0.4225791985967573,lin,0
481,9,0.7257002371755565,lin,1
482,9,0.2373773678076209,lin,2
483,9,0.3831196435085239,lin,3
484,9,0.31389678012693684,lin,4
485,9,0.44629497862040973,lin,5
486,9,0.027613457555103728,lin,6
487,9,0.3607656769059188,lin,7
488,9,0.13164135840796998,lin,8
489,9,0.262128945997502,lin,9
490,9,0.12341524310052535,lin,10
491,9,0.3314690952688905,lin,11
492,9,0.2781769041501916,lin,12
493,9,0.33607490893053915,lin,13
494,9,0.276748904032672,lin,14
495,9,0.4087343508911609,lin,15
496,9,0.3031437260411278,lin,16
497,9,0.3197057102315358,lin,17
498,9,0.28206806528725525,lin,18
499,9,0.42082530713810573,lin,19
500,9,0.2747306298345577,lin,20
501,9,0.3005429126626165,lin,21
502,9,0.4105299154427584,lin,22
503,9,0.13389697298540884,lin,23
504,9,0.5172240397651663,lin,24
505,9,0.1404323834819832,lin,25
506,9,0.2311203438562261,lin,26
507,9,0.2094344117080984,lin,27
508,9,0.4787046534365746,lin,28
509,9,0.3933715104731416,lin,29
510,10,0.1133757587154401,lin,0
511,10,0.28102275152657696,lin,1
512,10,0.2828447517641265,lin,2
513,10,0.5940636249270428,lin,3
514,10,0.1511768506488535,lin,4
515,10,0.0312868911913758,lin,5
516,10,0.4528119041593514,lin,6
517,10,0.2520706041808429,lin,7
518,10,0.13323913604437268,lin,8
519,10,0.348050109473758,lin,9
520,10,0.2677919551858361,lin,10
521,10,0.18431172159873208,lin,11
522,10,0.252540706819116,lin,12
523,10,0.2920816591629369,lin,13
524,10,0.36631933435984615,lin,14
525,10,0.30210617332188217,lin,15
526,10,0.3890307780094309,lin,16
527,10,0.24775382169203805,lin,17
528,10,0.5965913152767622,lin,18
529,10,0.16764443230563975,lin,19
530,10,0.5710805051386831,lin,20
531,10,0.47645906245128206,lin,21
532,10,0.2640475976829835,lin,22
533,10,0.5374340937466887,lin,23
534,10,0.399411641197632,lin,24
535,10,0.5722090561817644,lin,25
536,10,0.3512603659647313,lin,26
537,10,0.07608505894991445,lin,27
538,10,0.5586163297968485,lin,28
539,10,0.4562014496195351,lin,29
540,2,0.031623660494515704,mlat,0
541,2,0.027450499584627957,mlat,1
542,2,0.01448593970223754,mlat,2
543,2,0.011323355636616551,mlat,3
544,2,0.0041267578167351595,mlat,4
545,2,0.06841916957577908,mlat,5
546,2,0.08903153165096751,mlat,6
547,2,0.0182959729361597,mlat,7
548,2,0.07287650952862815,mlat,8
549,2,0.030740511893966926,mlat,9
550,2,0.049102960329622525,mlat,10
551,2,0.06909521141594717,mlat,11
552,2,0.032223509521364,mlat,12
553,2,0.04306914856485211,mlat,13
554,2,0.0442125657784297,mlat,14
555,2,0.030738021303797124,mlat,15
556,2,0.008492375501947485,mlat,16
557,2,0.050628038013324224,mlat,17
558,2,0.07135966681686734,mlat,18
559,2,0.03229734061385172,mlat,19
560,2,0.04726434083790335,mlat,20
561,2,0.04479771075576576,mlat,21
562,2,0.11763044704154495,mlat,22
563,2,0.07015616331517219,mlat,23
564,2,0.022819991472458268,mlat,24
565,2,0.07115133226088026,mlat,25
566,2,0.024917581346365097,mlat,26
567,2,0.08630806890900762,mlat,27
568,2,0.0151043212172261,mlat,28
569,2,0.07636574890793459,mlat,29
570,3,0.1598756138924269,mlat,0
571,3,0.05022011053499308,mlat,1
572,3,0.06162503357568549,mlat,2
573,3,0.02155769896903889,mlat,3
574,3,0.07034899709623578,mlat,4
575,3,0.11407459420840915,mlat,5
576,3,0.068908768595839,mlat,6
577,3,0.1093347042010986,mlat,7
578,3,0.03763481067033162,mlat,8
579,3,0.041699842911993336,mlat,9
580,3,0.055504882419683266,mlat,10
581,3,0.09670963431423986,mlat,11
582,3,0.1577597566537659,mlat,12
583,3,0.09133912962982944,mlat,13
584,3,0.0955436365364392,mlat,14
585,3,0.08818779941470974,mlat,15
586,3,0.07837930021261204,mlat,16
587,3,0.08008536697313796,mlat,17
588,3,0.07460337398515787,mlat,18
589,3,0.032034865127677746,mlat,19
590,3,0.07543612732594414,mlat,20
591,3,0.1022070850805344,mlat,21
592,3,0.05330274658510342,mlat,22
593,3,0.007573587527755099,mlat,23
594,3,0.048545946772859665,mlat,24
595,3,0.09698592338781746,mlat,25
596,3,0.06787638401825595,mlat,26
597,3,0.04895131922082641,mlat,27
598,3,0.035736174603525434,mlat,28
599,3,0.07520843729920625,mlat,29
600,4,0.08826652054919011,mlat,0
601,4,0.06359111168881594,mlat,1
602,4,0.06246563014082705,mlat,2
603,4,0.08080843674363006,mlat,3
604,4,0.053256109905044535,mlat,4
605,4,0.020377002547946884,mlat,5
606,4,0.12873295520095487,mlat,6
607,4,0.14984750174472974,mlat,7
608,4,0.15528742937280862,mlat,8
609,4,0.17743479147131538,mlat,9
610,4,0.1492911855246398,mlat,10
611,4,0.1291216399253694,mlat,11
612,4,0.114526408397366,mlat,12
613,4,0.05024626087252927,mlat,13
614,4,0.15264027268856706,mlat,14
615,4,0.07182874391021442,mlat,15
616,4,0.013884206471152462,mlat,16
617,4,0.08501005382455863,mlat,17
618,4,0.12917842799740006,mlat,18
619,4,0.05536234692063563,mlat,19
620,4,0.05058663186245324,mlat,20
621,4,0.06841738203338961,mlat,21
622,4,0.1663533967516566,mlat,22
623,4,0.03651646933475213,mlat,23
624,4,0.2268174816817917,mlat,24
625,4,0.19166187242567453,mlat,25
626,4,0.1481161363413675,mlat,26
627,4,0.03910060080328445,mlat,27
628,4,0.13638550009800116,mlat,28
629,4,0.04951140412893968,mlat,29
630,5,0.07977235671602757,mlat,0
631,5,0.050636495777927525,mlat,1
632,5,0.1238274022645842,mlat,2
633,5,0.09950546588732083,mlat,3
634,5,0.08002828708326619,mlat,4
635,5,0.06140697681197255,mlat,5
636,5,0.14946302678438905,mlat,6
637,5,0.3600301223839795,mlat,7
638,5,0.20743349549100165,mlat,8
639,5,0.16188698670588975,mlat,9
640,5,0.15395116644035536,mlat,10
641,5,0.03333220999379543,mlat,11
642,5,0.038902061977165024,mlat,12
643,5,0.06887585049516445,mlat,13
644,5,0.15255834747138594,mlat,14
645,5,0.033339385465403125,mlat,15
646,5,0.12450937524198752,mlat,16
647,5,0.03763687175092238,mlat,17
648,5,0.11059201069370724,mlat,18
649,5,0.058921339340698785,mlat,19
650,5,0.14665788299453114,mlat,20
651,5,0.11367449846898367,mlat,21
652,5,0.09068968350925544,mlat,22
653,5,0.09589112970835084,mlat,23
654,5,0.14671440423649326,mlat,24
655,5,0.18361575557129325,mlat,25
656,5,0.1076135938224494,mlat,26
657,5,0.13465451168022022,mlat,27
658,5,0.09653597720559748,mlat,28
659,5,0.08335244732308722,mlat,29
660,6,0.0900498017071542,mlat,0
661,6,0.12294313553246125,mlat,1
662,6,0.3707605878652968,mlat,2
663,6,0.11476115671720168,mlat,3
664,6,0.09661443894044623,mlat,4
665,6,0.06789325896246512,mlat,5
666,6,0.18830325494317496,mlat,6
667,6,0.1520607596678861,mlat,7
668,6,0.2465313741701347,mlat,8
669,6,0.14388489019303866,mlat,9
670,6,0.07877330901177754,mlat,10
671,6,0.07916645866713573,mlat,11
672,6,0.08736476953590717,mlat,12
673,6,0.3126959902719369,mlat,13
674,6,0.20884554132947164,mlat,14
675,6,0.0830766734931086,mlat,15
676,6,0.07894090182544647,mlat,16
677,6,0.11743311669429525,mlat,17
678,6,0.2127213589247388,mlat,18
679,6,0.060325141881103,mlat,19
680,6,0.20137096115994904,mlat,20
681,6,0.06780659439129813,mlat,21
682,6,0.1814115365009868,mlat,22
683,6,0.07678668453051665,mlat,23
684,6,0.2313803541899389,mlat,24
685,6,0.2701211689997798,mlat,25
686,6,0.18317093407100926,mlat,26
687,6,0.20122283584571127,mlat,27
688,6,0.06756238483116163,mlat,28
689,6,0.06631759340074603,mlat,29
690,7,0.14733697191692754,mlat,0
691,7,0.1876839413013388,mlat,1
692,7,0.2751491926229309,mlat,2
693,7,0.13159537531945767,mlat,3
694,7,0.12440485787170072,mlat,4
695,7,0.10701487923814587,mlat,5
696,7,0.14727344256041824,mlat,6
697,7,0.2085805929762515,mlat,7
698,7,0.1831914240466435,mlat,8
699,7,0.16191252771672,mlat,9
700,7,0.2236117844745389,mlat,10
701,7,0.119925161680802,mlat,11
702,7,0.2892413783141327,mlat,12
703,7,0.2486301705304383,mlat,13
704,7,0.24186328990112302,mlat,14
705,7,0.12963248927008358,mlat,15
706,7,0.10766669248436916,mlat,16
707,7,0.1310559747142095,mlat,17
708,7,0.041135814760845546,mlat,18
709,7,0.10538907851422716,mlat,19
710,7,0.12777951054458145,mlat,20
711,7,0.17792021781907738,mlat,21
712,7,0.11769849219684225,mlat,22
713,7,0.07300681899736003,mlat,23
714,7,0.2294557069374153,mlat,24
715,7,0.16964158672207028,mlat,25
716,7,0.15723437040994734,mlat,26
717,7,0.25424626477308176,mlat,27
718,7,0.2017513841614599,mlat,28
719,7,0.246691214034956,mlat,29
720,8,0.3885791470062037,mlat,0
721,8,0.07374929954793398,mlat,1
722,8,0.02749323386837,mlat,2
723,8,0.19386226957541056,mlat,3
724,8,0.3190291654506251,mlat,4
725,8,0.11568717134270858,mlat,5
726,8,0.09335158875972838,mlat,6
727,8,0.1278523150700128,mlat,7
728,8,0.10523901048050316,mlat,8
729,8,0.15234681906931155,mlat,9
730,8,0.26070916165847313,mlat,10
731,8,0.3108662504536809,mlat,11
732,8,0.24764142124687555,mlat,12
733,8,0.14804847599627788,mlat,13
734,8,0.12867696606614853,mlat,14
735,8,0.1596289483225185,mlat,15
