,noise_level,distance,method,run
0,2,7.822098438634706,pmlat,0
1,2,1.6761892872653672,lin,0
2,2,1.6712961249624392,mlat,0
3,2,1.6610407939045122,pml,0
4,2,1.472980392578477,BM_mean,0
5,2,1.7577663233650849,BM_mode,0
6,2,6.0767629236378315,pmlat,1
7,2,1.4231335351600083,lin,1
8,2,1.4070622605373657,mlat,1
9,2,1.3776274335741923,pml,1
10,2,1.1507304000514778,BM_mean,1
11,2,1.1567435849719199,BM_mode,1
12,2,3.6443097396934743,pmlat,2
13,2,4.349813482294065,lin,2
14,2,4.338627573427242,mlat,2
15,2,4.316545817229249,pml,2
16,2,4.199463526454364,BM_mean,2
17,2,4.223278154858372,BM_mode,2
18,2,7.6402824264912175,pmlat,3
19,2,0.6299738665198207,lin,3
20,2,0.631836488306377,mlat,3
21,2,0.6400367805034421,pml,3
22,2,0.628405785607223,BM_mean,3
23,2,0.7139777856893187,BM_mode,3
24,2,6.906048209316898,pmlat,4
25,2,2.771962235152645,lin,4
26,2,2.751257240908789,mlat,4
27,2,2.71220961922621,pml,4
28,2,2.6040018894201045,BM_mean,4
29,2,2.647793426051438,BM_mode,4
30,2,7.016259490217288,pmlat,5
31,2,5.7359526136111185,lin,5
32,2,5.837623416365262,mlat,5
33,2,5.994820229936354,pml,5
34,2,5.368584178949849,BM_mean,5
35,2,5.551302105864307,BM_mode,5
36,2,8.550113797107647,pmlat,6
37,2,0.9164553653099899,lin,6
38,2,0.9438472990871447,mlat,6
39,2,0.9984401900314378,pml,6
40,2,0.9684476797757531,BM_mean,6
41,2,0.9318643777131995,BM_mode,6
42,2,7.171091749379146,pmlat,7
43,2,1.6265632937850134,lin,7
44,2,1.6264424763907497,mlat,7
45,2,1.6262026468369868,pml,7
46,2,1.6012657513429205,BM_mean,7
47,2,1.5550674794467458,BM_mode,7
48,2,6.823057742380142,pmlat,8
49,2,0.7456398984477388,lin,8
50,2,0.7486416919013648,mlat,8
51,2,0.7546320599293398,pml,8
52,2,0.82190310416819,BM_mean,8
53,2,0.8612009757758674,BM_mode,8
54,2,6.847204092630147,pmlat,9
55,2,3.1162014628448396,lin,9
56,2,3.128182436075309,mlat,9
57,2,3.1521652466185395,pml,9
58,2,2.9445415642826474,BM_mean,9
59,2,3.1219522397013817,BM_mode,9
60,2,11.056189222931351,pmlat,10
61,2,4.546810141853223,lin,10
62,2,4.685570094626351,mlat,10
63,2,4.930976740405389,pml,10
64,2,4.467923899183372,BM_mean,10
65,2,4.717698672487568,BM_mode,10
66,2,8.643050173446753,pmlat,11
67,2,4.305902305890423,lin,11
68,2,4.1239805074748626,mlat,11
69,2,3.911418074617118,pml,11
70,2,2.9922335528561366,BM_mean,11
71,2,3.427724144659948,BM_mode,11
72,2,7.775673752821332,pmlat,12
73,2,0.8535863104900063,lin,12
74,2,0.8731138071864097,mlat,12
75,2,0.912356337942695,pml,12
76,2,0.8127513837747873,BM_mean,12
77,2,0.8717767435817242,BM_mode,12
78,2,4.193550106971133,pmlat,13
79,2,3.91113087289824,lin,13
80,2,3.9183360967045315,mlat,13
81,2,3.9327910032089957,pml,13
82,2,3.9328605920810307,BM_mean,13
83,2,3.9199145806785802,BM_mode,13
84,2,5.867830550220893,pmlat,14
85,2,1.224366069654533,lin,14
86,2,1.2224296371065804,mlat,14
87,2,1.2184201835590465,pml,14
88,2,1.0992061734166614,BM_mean,14
89,2,1.1106545209045122,BM_mode,14
90,2,4.718816550792489,pmlat,15
91,2,2.1226017998181477,lin,15
92,2,2.020484214626514,mlat,15
93,2,1.8059692488892432,pml,15
94,2,1.7042022664004841,BM_mean,15
95,2,1.8303609978703805,BM_mode,15
96,2,7.122993148366542,pmlat,16
97,2,2.4636255336112667,lin,16
98,2,2.3744552216879113,mlat,16
99,2,2.2093006728820526,pml,16
100,2,2.0114998014588483,BM_mean,16
101,2,1.9581535425082122,BM_mode,16
102,2,4.446522930160575,pmlat,17
103,2,0.9675182269519187,lin,17
104,2,0.9645725062427639,mlat,17
105,2,0.9594369081409376,pml,17
106,2,0.9837370369205161,BM_mean,17
107,2,1.0033224854513092,BM_mode,17
108,2,4.528963066152541,pmlat,18
109,2,1.146411605282105,lin,18
110,2,1.0321879550615678,mlat,18
111,2,0.8349663830391535,pml,18
112,2,0.6058988722524153,BM_mean,18
113,2,0.6445375944107814,BM_mode,18
114,2,3.753994700958984,pmlat,19
115,2,3.2906245865966133,lin,19
116,2,3.2016942028007023,mlat,19
117,2,3.0153744601384633,pml,19
118,2,2.9190029830831006,BM_mean,19
119,2,2.884869911110781,BM_mode,19
120,2,8.258333565140916,pmlat,20
121,2,2.518975796135079,lin,20
122,2,2.516098410789667,mlat,20
123,2,2.5101489388872396,pml,20
124,2,2.3603372893107397,BM_mean,20
125,2,2.557409360339006,BM_mode,20
126,2,6.286639529865908,pmlat,21
127,2,4.266859284966554,lin,21
128,2,4.162007441436721,mlat,21
129,2,3.9503074030364305,pml,21
130,2,3.6978358766775017,BM_mean,21
131,2,3.729208598225153,BM_mode,21
132,2,8.240999049457198,pmlat,22
133,2,1.7664860658929142,lin,22
134,2,1.769531786574261,mlat,22
135,2,1.7736231244577296,pml,22
136,2,1.8891895283649924,BM_mean,22
137,2,1.5217348746638448,BM_mode,22
138,2,4.302260823612501,pmlat,23
139,2,2.508854053376336,lin,23
140,2,2.4770104499009453,mlat,23
141,2,2.4128869342203574,pml,23
142,2,2.3899995438520496,BM_mean,23
143,2,2.452663665250595,BM_mode,23
144,2,6.164552479381606,pmlat,24
145,2,2.458831270857139,lin,24
