,method,K,radius,noise_level,run
0,lin,3,10,1,0
1,lin,3,10,1,1
2,lin,3,10,1,2
3,lin,3,10,1,3
4,lin,3,10,1,4
5,lin,3,10,1,5
6,lin,3,10,1,6
7,lin,3,10,1,7
8,lin,3,10,1,8
9,lin,3,10,1,9
10,lin,3,10,1,10
11,lin,3,10,1,11
12,lin,3,10,1,12
13,lin,3,10,1,13
14,lin,3,10,1,14
15,lin,3,10,1,15
16,lin,3,10,1,16
17,lin,3,10,1,17
18,lin,3,10,1,18
19,lin,3,10,1,19
20,lin,3,10,1,20
21,lin,3,10,1,21
22,lin,3,10,1,22
23,lin,3,10,1,23
24,lin,3,10,1,24
25,lin,3,10,1,25
26,lin,3,10,1,26
27,lin,3,10,1,27
28,lin,3,10,1,28
29,lin,3,10,1,29
30,lin,3,10,2,0
31,lin,3,10,2,1
32,lin,3,10,2,2
33,lin,3,10,2,3
34,lin,3,10,2,4
35,lin,3,10,2,5
36,lin,3,10,2,6
37,lin,3,10,2,7
38,lin,3,10,2,8
39,lin,3,10,2,9
40,lin,3,10,2,10
41,lin,3,10,2,11
42,lin,3,10,2,12
43,lin,3,10,2,13
44,lin,3,10,2,14
45,lin,3,10,2,15
46,lin,3,10,2,16
47,lin,3,10,2,17
48,lin,3,10,2,18
49,lin,3,10,2,19
50,lin,3,10,2,20
51,lin,3,10,2,21
52,lin,3,10,2,22
53,lin,3,10,2,23
54,lin,3,10,2,24
55,lin,3,10,2,25
56,lin,3,10,2,26
57,lin,3,10,2,27
58,lin,3,10,2,28
59,lin,3,10,2,29
60,lin,3,10,3,0
61,lin,3,10,3,1
62,lin,3,10,3,2
63,lin,3,10,3,3
64,lin,3,10,3,4
65,lin,3,10,3,5
66,lin,3,10,3,6
67,lin,3,10,3,7
68,lin,3,10,3,8
69,lin,3,10,3,9
70,lin,3,10,3,10
71,lin,3,10,3,11
72,lin,3,10,3,12
73,lin,3,10,3,13
74,lin,3,10,3,14
75,lin,3,10,3,15
76,lin,3,10,3,16
77,lin,3,10,3,17
78,lin,3,10,3,18
79,lin,3,10,3,19
80,lin,3,10,3,20
81,lin,3,10,3,21
82,lin,3,10,3,22
83,lin,3,10,3,23
84,lin,3,10,3,24
85,lin,3,10,3,25
86,lin,3,10,3,26
87,lin,3,10,3,27
88,lin,3,10,3,28
89,lin,3,10,3,29
90,lin,3,10,4,0
91,lin,3,10,4,1
92,lin,3,10,4,2
93,lin,3,10,4,3
94,lin,3,10,4,4
95,lin,3,10,4,5
96,lin,3,10,4,6
97,lin,3,10,4,7
98,lin,3,10,4,8
99,lin,3,10,4,9
100,lin,3,10,4,10
101,lin,3,10,4,11
102,lin,3,10,4,12
103,lin,3,10,4,13
104,lin,3,10,4,14
105,lin,3,10,4,15
106,lin,3,10,4,16
107,lin,3,10,4,17
108,lin,3,10,4,18
109,lin,3,10,4,19
110,lin,3,10,4,20
111,lin,3,10,4,21
112,lin,3,10,4,22
113,lin,3,10,4,23
114,lin,3,10,4,24
115,lin,3,10,4,25
116,lin,3,10,4,26
117,lin,3,10,4,27
118,lin,3,10,4,28
119,lin,3,10,4,29
120,lin,3,10,5,0
121,lin,3,10,5,1
122,lin,3,10,5,2
123,lin,3,10,5,3
124,lin,3,10,5,4
125,lin,3,10,5,5
126,lin,3,10,5,6
127,lin,3,10,5,7
128,lin,3,10,5,8
129,lin,3,10,5,9
130,lin,3,10,5,10
131,lin,3,10,5,11
132,lin,3,10,5,12
133,lin,3,10,5,13
134,lin,3,10,5,14
135,lin,3,10,5,15
136,lin,3,10,5,16
137,lin,3,10,5,17
138,lin,3,10,5,18
139,lin,3,10,5,19
140,lin,3,10,5,20
141,lin,3,10,5,21
142,lin,3,10,5,22
143,lin,3,10,5,23
144,lin,3,10,5,24
145,lin,3,10,5,25
146,lin,3,10,5,26
147,lin,3,10,5,27
148,lin,3,10,5,28
149,lin,3,10,5,29
150,lin,3,10,6,0
151,lin,3,10,6,1
152,lin,3,10,6,2
153,lin,3,10,6,3
154,lin,3,10,6,4
155,lin,3,10,6,5
156,lin,3,10,6,6
157,lin,3,10,6,7
158,lin,3,10,6,8
159,lin,3,10,6,9
160,lin,3,10,6,10
161,lin,3,10,6,11
162,lin,3,10,6,12
163,lin,3,10,6,13
164,lin,3,10,6,14
165,lin,3,10,6,15
166,lin,3,10,6,16
167,lin,3,10,6,17
168,lin,3,10,6,18
169,lin,3,10,6,19
170,lin,3,10,6,20
171,lin,3,10,6,21
172,lin,3,10,6,22
173,lin,3,10,6,23
174,lin,3,10,6,24
175,lin,3,10,6,25
176,lin,3,10,6,26
177,lin,3,10,6,27
178,lin,3,10,6,28
179,lin,3,10,6,29
180,lin,3,10,7,0
181,lin,3,10,7,1
182,lin,3,10,7,2
183,lin,3,10,7,3
184,lin,3,10,7,4
185,lin,3,10,7,5
186,lin,3,10,7,6
187,lin,3,10,7,7
188,lin,3,10,7,8
189,lin,3,10,7,9
190,lin,3,10,7,10
191,lin,3,10,7,11
192,lin,3,10,7,12
193,lin,3,10,7,13
194,lin,3,10,7,14
195,lin,3,10,7,15
196,lin,3,10,7,16
197,lin,3,10,7,17
198,lin,3,10,7,18
199,lin,3,10,7,19
200,lin,3,10,7,20
201,lin,3,10,7,21
202,lin,3,10,7,22
203,lin,3,10,7,23
204,lin,3,10,7,24
205,lin,3,10,7,25
206,lin,3,10,7,26
207,lin,3,10,7,27
208,lin,3,10,7,28
209,lin,3,10,7,29
210,lin,3,10,8,0
211,lin,3,10,8,1
212,lin,3,10,8,2
213,lin,3,10,8,3
214,lin,3,10,8,4
215,lin,3,10,8,5
216,lin,3,10,8,6
217,lin,3,10,8,7
218,lin,3,10,8,8
219,lin,3,10,8,9
220,lin,3,10,8,10
221,lin,3,10,8,11
222,lin,3,10,8,12
223,lin,3,10,8,13
224,lin,3,10,8,14
225,lin,3,10,8,15
226,lin,3,10,8,16
227,lin,3,10,8,17
228,lin,3,10,8,18
229,lin,3,10,8,19
230,lin,3,10,8,20
231,lin,3,10,8,21
232,lin,3,10,8,22
233,lin,3,10,8,23
234,lin,3,10,8,24
235,lin,3,10,8,25
236,lin,3,10,8,26
237,lin,3,10,8,27
238,lin,3,10,8,28
239,lin,3,10,8,29
240,lin,3,10,9,0
241,lin,3,10,9,1
242,lin,3,10,9,2
243,lin,3,10,9,3
244,lin,3,10,9,4
245,lin,3,10,9,5
246,lin,3,10,9,6
247,lin,3,10,9,7
248,lin,3,10,9,8
249,lin,3,10,9,9
250,lin,3,10,9,10
251,lin,3,10,9,11
252,lin,3,10,9,12
253,lin,3,10,9,13
254,lin,3,10,9,14
255,lin,3,10,9,15
256,lin,3,10,9,16
257,lin,3,10,9,17
258,lin,3,10,9,18
259,lin,3,10,9,19
260,lin,3,10,9,20
261,lin,3,10,9,21
262,lin,3,10,9,22
263,lin,3,10,9,23
264,lin,3,10,9,24
265,lin,3,10,9,25
266,lin,3,10,9,26
267,lin,3,10,9,27
268,lin,3,10,9,28
269,lin,3,10,9,29
270,lin,3,10,10,0
271,lin,3,10,10,1
272,lin,3,10,10,2
273,lin,3,10,10,3
274,lin,3,10,10,4
275,lin,3,10,10,5
276,lin,3,10,10,6
277,lin,3,10,10,7
278,lin,3,10,10,8
279,lin,3,10,10,9
280,lin,3,10,10,10
281,lin,3,10,10,11
282,lin,3,10,10,12
283,lin,3,10,10,13
284,lin,3,10,10,14
285,lin,3,10,10,15
286,lin,3,10,10,16
287,lin,3,10,10,17
288,lin,3,10,10,18
289,lin,3,10,10,19
290,lin,3,10,10,20
291,lin,3,10,10,21
292,lin,3,10,10,22
293,lin,3,10,10,23
294,lin,3,10,10,24
295,lin,3,10,10,25
296,lin,3,10,10,26
297,lin,3,10,10,27
298,lin,3,10,10,28
299,lin,3,10,10,29
300,lin,3,20,1,0
301,lin,3,20,1,1
302,lin,3,20,1,2
303,lin,3,20,1,3
304,lin,3,20,1,4
305,lin,3,20,1,5
306,lin,3,20,1,6
307,lin,3,20,1,7
308,lin,3,20,1,8
309,lin,3,20,1,9
310,lin,3,20,1,10
311,lin,3,20,1,11
312,lin,3,20,1,12
313,lin,3,20,1,13
314,lin,3,20,1,14
315,lin,3,20,1,15
316,lin,3,20,1,16
317,lin,3,20,1,17
318,lin,3,20,1,18
319,lin,3,20,1,19
320,lin,3,20,1,20
321,lin,3,20,1,21
322,lin,3,20,1,22
323,lin,3,20,1,23
324,lin,3,20,1,24
325,lin,3,20,1,25
326,lin,3,20,1,26
327,lin,3,20,1,27
328,lin,3,20,1,28
329,lin,3,20,1,29
330,lin,3,20,2,0
331,lin,3,20,2,1
332,lin,3,20,2,2
333,lin,3,20,2,3
334,lin,3,20,2,4
335,lin,3,20,2,5
336,lin,3,20,2,6
337,lin,3,20,2,7
338,lin,3,20,2,8
339,lin,3,20,2,9
340,lin,3,20,2,10
341,lin,3,20,2,11
342,lin,3,20,2,12
343,lin,3,20,2,13
344,lin,3,20,2,14
345,lin,3,20,2,15
346,lin,3,20,2,16
347,lin,3,20,2,17
348,lin,3,20,2,18
349,lin,3,20,2,19
350,lin,3,20,2,20
351,lin,3,20,2,21
352,lin,3,20,2,22
353,lin,3,20,2,23
354,lin,3,20,2,24
355,lin,3,20,2,25
356,lin,3,20,2,26
357,lin,3,20,2,27
358,lin,3,20,2,28
359,lin,3,20,2,29
360,lin,3,20,3,0
361,lin,3,20,3,1
362,lin,3,20,3,2
363,lin,3,20,3,3
364,lin,3,20,3,4
365,lin,3,20,3,5
366,lin,3,20,3,6
367,lin,3,20,3,7
368,lin,3,20,3,8
369,lin,3,20,3,9
370,lin,3,20,3,10
371,lin,3,20,3,11
372,lin,3,20,3,12
373,lin,3,20,3,13
374,lin,3,20,3,14
375,lin,3,20,3,15
376,lin,3,20,3,16
377,lin,3,20,3,17
378,lin,3,20,3,18
379,lin,3,20,3,19
380,lin,3,20,3,20
381,lin,3,20,3,21
382,lin,3,20,3,22
383,lin,3,20,3,23
384,lin,3,20,3,24
385,lin,3,20,3,25
386,lin,3,20,3,26
387,lin,3,20,3,27
388,lin,3,20,3,28
389,lin,3,20,3,29
390,lin,3,20,4,0
391,lin,3,20,4,1
392,lin,3,20,4,2
393,lin,3,20,4,3
394,lin,3,20,4,4
395,lin,3,20,4,5
396,lin,3,20,4,6
397,lin,3,20,4,7
398,lin,3,20,4,8
399,lin,3,20,4,9
400,lin,3,20,4,10
401,lin,3,20,4,11
402,lin,3,20,4,12
403,lin,3,20,4,13
404,lin,3,20,4,14
405,lin,3,20,4,15
406,lin,3,20,4,16
407,lin,3,20,4,17
408,lin,3,20,4,18
409,lin,3,20,4,19
410,lin,3,20,4,20
411,lin,3,20,4,21
412,lin,3,20,4,22
413,lin,3,20,4,23
414,lin,3,20,4,24
415,lin,3,20,4,25
416,lin,3,20,4,26
417,lin,3,20,4,27
418,lin,3,20,4,28
419,lin,3,20,4,29
420,lin,3,20,5,0
421,lin,3,20,5,1
422,lin,3,20,5,2
423,lin,3,20,5,3
424,lin,3,20,5,4
425,lin,3,20,5,5
426,lin,3,20,5,6
427,lin,3,20,5,7
428,lin,3,20,5,8
429,lin,3,20,5,9
430,lin,3,20,5,10
431,lin,3,20,5,11
432,lin,3,20,5,12
433,lin,3,20,5,13
434,lin,3,20,5,14
435,lin,3,20,5,15
436,lin,3,20,5,16
437,lin,3,20,5,17
438,lin,3,20,5,18
439,lin,3,20,5,19
440,lin,3,20,5,20
441,lin,3,20,5,21
442,lin,3,20,5,22
443,lin,3,20,5,23
444,lin,3,20,5,24
445,lin,3,20,5,25
446,lin,3,20,5,26
447,lin,3,20,5,27
448,lin,3,20,5,28
449,lin,3,20,5,29
450,lin,3,20,6,0
451,lin,3,20,6,1
452,lin,3,20,6,2
453,lin,3,20,6,3
454,lin,3,20,6,4
455,lin,3,20,6,5
456,lin,3,20,6,6
457,lin,3,20,6,7
458,lin,3,20,6,8
459,lin,3,20,6,9
460,lin,3,20,6,10
461,lin,3,20,6,11
462,lin,3,20,6,12
463,lin,3,20,6,13
464,lin,3,20,6,14
465,lin,3,20,6,15
466,lin,3,20,6,16
467,lin,3,20,6,17
468,lin,3,20,6,18
469,lin,3,20,6,19
470,lin,3,20,6,20
471,lin,3,20,6,21
472,lin,3,20,6,22
473,lin,3,20,6,23
474,lin,3,20,6,24
475,lin,3,20,6,25
476,lin,3,20,6,26
477,lin,3,20,6,27
478,lin,3,20,6,28
479,lin,3,20,6,29
480,lin,3,20,7,0
481,lin,3,20,7,1
482,lin,3,20,7,2
483,lin,3,20,7,3
484,lin,3,20,7,4
485,lin,3,20,7,5
486,lin,3,20,7,6
487,lin,3,20,7,7
488,lin,3,20,7,8
489,lin,3,20,7,9
490,lin,3,20,7,10
491,lin,3,20,7,11
492,lin,3,20,7,12
493,lin,3,20,7,13
494,lin,3,20,7,14
495,lin,3,20,7,15
496,lin,3,20,7,16
497,lin,3,20,7,17
498,lin,3,20,7,18
499,lin,3,20,7,19
500,lin,3,20,7,20
501,lin,3,20,7,21
502,lin,3,20,7,22
503,lin,3,20,7,23
504,lin,3,20,7,24
505,lin,3,20,7,25
506,lin,3,20,7,26
507,lin,3,20,7,27
508,lin,3,20,7,28
509,lin,3,20,7,29
510,lin,3,20,8,0
511,lin,3,20,8,1
512,lin,3,20,8,2
513,lin,3,20,8,3
514,lin,3,20,8,4
515,lin,3,20,8,5
516,lin,3,20,8,6
517,lin,3,20,8,7
518,lin,3,20,8,8
519,lin,3,20,8,9
520,lin,3,20,8,10
521,lin,3,20,8,11
522,lin,3,20,8,12
523,lin,3,20,8,13
524,lin,3,20,8,14
525,lin,3,20,8,15
526,lin,3,20,8,16
527,lin,3,20,8,17
528,lin,3,20,8,18
529,lin,3,20,8,19
530,lin,3,20,8,20
531,lin,3,20,8,21
532,lin,3,20,8,22
533,lin,3,20,8,23
534,lin,3,20,8,24
535,lin,3,20,8,25
536,lin,3,20,8,26
537,lin,3,20,8,27
538,lin,3,20,8,28
539,lin,3,20,8,29
540,lin,3,20,9,0
541,lin,3,20,9,1
542,lin,3,20,9,2
543,lin,3,20,9,3
544,lin,3,20,9,4
545,lin,3,20,9,5
546,lin,3,20,9,6
547,lin,3,20,9,7
548,lin,3,20,9,8
549,lin,3,20,9,9
550,lin,3,20,9,10
551,lin,3,20,9,11
552,lin,3,20,9,12
553,lin,3,20,9,13
554,lin,3,20,9,14
555,lin,3,20,9,15
556,lin,3,20,9,16
557,lin,3,20,9,17
558,lin,3,20,9,18
559,lin,3,20,9,19
560,lin,3,20,9,20
561,lin,3,20,9,21
562,lin,3,20,9,22
563,lin,3,20,9,23
564,lin,3,20,9,24
565,lin,3,20,9,25
566,lin,3,20,9,26
567,lin,3,20,9,27
568,lin,3,20,9,28
569,lin,3,20,9,29
570,lin,3,20,10,0
571,lin,3,20,10,1
572,lin,3,20,10,2
573,lin,3,20,10,3
574,lin,3,20,10,4
575,lin,3,20,10,5
576,lin,3,20,10,6
577,lin,3,20,10,7
578,lin,3,20,10,8
579,lin,3,20,10,9
580,lin,3,20,10,10
581,lin,3,20,10,11
582,lin,3,20,10,12
583,lin,3,20,10,13
584,lin,3,20,10,14
585,lin,3,20,10,15
586,lin,3,20,10,16
587,lin,3,20,10,17
588,lin,3,20,10,18
589,lin,3,20,10,19
590,lin,3,20,10,20
591,lin,3,20,10,21
592,lin,3,20,10,22
593,lin,3,20,10,23
594,lin,3,20,10,24
595,lin,3,20,10,25
596,lin,3,20,10,26
597,lin,3,20,10,27
598,lin,3,20,10,28
599,lin,3,20,10,29
600,lin,3,30,1,0
601,lin,3,30,1,1
602,lin,3,30,1,2
603,lin,3,30,1,3
604,lin,3,30,1,4
605,lin,3,30,1,5
606,lin,3,30,1,6
607,lin,3,30,1,7
608,lin,3,30,1,8
609,lin,3,30,1,9
610,lin,3,30,1,10
611,lin,3,30,1,11
612,lin,3,30,1,12
613,lin,3,30,1,13
614,lin,3,30,1,14
615,lin,3,30,1,15
616,lin,3,30,1,16
617,lin,3,30,1,17
618,lin,3,30,1,18
619,lin,3,30,1,19
620,lin,3,30,1,20
621,lin,3,30,1,21
622,lin,3,30,1,22
623,lin,3,30,1,23
624,lin,3,30,1,24
625,lin,3,30,1,25
626,lin,3,30,1,26
627,lin,3,30,1,27
628,lin,3,30,1,28
629,lin,3,30,1,29
630,lin,3,30,2,0
631,lin,3,30,2,1
632,lin,3,30,2,2
633,lin,3,30,2,3
634,lin,3,30,2,4
635,lin,3,30,2,5
636,lin,3,30,2,6
637,lin,3,30,2,7
638,lin,3,30,2,8
639,lin,3,30,2,9
640,lin,3,30,2,10
641,lin,3,30,2,11
642,lin,3,30,2,12
643,lin,3,30,2,13
644,lin,3,30,2,14
645,lin,3,30,2,15
646,lin,3,30,2,16
647,lin,3,30,2,17
648,lin,3,30,2,18
649,lin,3,30,2,19
650,lin,3,30,2,20
651,lin,3,30,2,21
652,lin,3,30,2,22
653,lin,3,30,2,23
654,lin,3,30,2,24
655,lin,3,30,2,25
656,lin,3,30,2,26
657,lin,3,30,2,27
658,lin,3,30,2,28
659,lin,3,30,2,29
660,lin,3,30,3,0
661,lin,3,30,3,1
662,lin,3,30,3,2
663,lin,3,30,3,3
664,lin,3,30,3,4
665,lin,3,30,3,5
666,lin,3,30,3,6
667,lin,3,30,3,7
668,lin,3,30,3,8
669,lin,3,30,3,9
670,lin,3,30,3,10
671,lin,3,30,3,11
672,lin,3,30,3,12
673,lin,3,30,3,13
674,lin,3,30,3,14
675,lin,3,30,3,15
676,lin,3,30,3,16
677,lin,3,30,3,17
678,lin,3,30,3,18
679,lin,3,30,3,19
680,lin,3,30,3,20
681,lin,3,30,3,21
682,lin,3,30,3,22
683,lin,3,30,3,23
684,lin,3,30,3,24
685,lin,3,30,3,25
686,lin,3,30,3,26
687,lin,3,30,3,27
688,lin,3,30,3,28
689,lin,3,30,3,29
690,lin,3,30,4,0
691,lin,3,30,4,1
692,lin,3,30,4,2
693,lin,3,30,4,3
694,lin,3,30,4,4
695,lin,3,30,4,5
696,lin,3,30,4,6
697,lin,3,30,4,7
698,lin,3,30,4,8
699,lin,3,30,4,9
700,lin,3,30,4,10
701,lin,3,30,4,11
702,lin,3,30,4,12
703,lin,3,30,4,13
704,lin,3,30,4,14
705,lin,3,30,4,15
706,lin,3,30,4,16
707,lin,3,30,4,17
708,lin,3,30,4,18
709,lin,3,30,4,19
710,lin,3,30,4,20
711,lin,3,30,4,21
712,lin,3,30,4,22
713,lin,3,30,4,23
714,lin,3,30,4,24
715,lin,3,30,4,25
716,lin,3,30,4,26
717,lin,3,30,4,27
718,lin,3,30,4,28
719,lin,3,30,4,29
720,lin,3,30,5,0
721,lin,3,30,5,1
722,lin,3,30,5,2
723,lin,3,30,5,3
724,lin,3,30,5,4
725,lin,3,30,5,5
726,lin,3,30,5,6
727,lin,3,30,5,7
728,lin,3,30,5,8
729,lin,3,30,5,9
730,lin,3,30,5,10
731,lin,3,30,5,11
732,lin,3,30,5,12
733,lin,3,30,5,13
734,lin,3,30,5,14
735,lin,3,30,5,15
736,lin,3,30,5,16
737,lin,3,30,5,17
738,lin,3,30,5,18
739,lin,3,30,5,19
740,lin,3,30,5,20
741,lin,3,30,5,21
742,lin,3,30,5,22
743,lin,3,30,5,23
744,lin,3,30,5,24
745,lin,3,30,5,25
746,lin,3,30,5,26
747,lin,3,30,5,27
748,lin,3,30,5,28
749,lin,3,30,5,29
750,lin,3,30,6,0
751,lin,3,30,6,1
752,lin,3,30,6,2
753,lin,3,30,6,3
754,lin,3,30,6,4
755,lin,3,30,6,5
756,lin,3,30,6,6
757,lin,3,30,6,7
758,lin,3,30,6,8
759,lin,3,30,6,9
760,lin,3,30,6,10
761,lin,3,30,6,11
762,lin,3,30,6,12
763,lin,3,30,6,13
764,lin,3,30,6,14
765,lin,3,30,6,15
766,lin,3,30,6,16
767,lin,3,30,6,17
768,lin,3,30,6,18
769,lin,3,30,6,19
770,lin,3,30,6,20
771,lin,3,30,6,21
772,lin,3,30,6,22
773,lin,3,30,6,23
774,lin,3,30,6,24
775,lin,3,30,6,25
776,lin,3,30,6,26
777,lin,3,30,6,27
778,lin,3,30,6,28
779,lin,3,30,6,29
780,lin,3,30,7,0
781,lin,3,30,7,1
782,lin,3,30,7,2
783,lin,3,30,7,3
784,lin,3,30,7,4
785,lin,3,30,7,5
786,lin,3,30,7,6
787,lin,3,30,7,7
788,lin,3,30,7,8
789,lin,3,30,7,9
790,lin,3,30,7,10
791,lin,3,30,7,11
792,lin,3,30,7,12
793,lin,3,30,7,13
794,lin,3,30,7,14
795,lin,3,30,7,15
796,lin,3,30,7,16
797,lin,3,30,7,17
798,lin,3,30,7,18
799,lin,3,30,7,19
800,lin,3,30,7,20
801,lin,3,30,7,21
802,lin,3,30,7,22
803,lin,3,30,7,23
804,lin,3,30,7,24
805,lin,3,30,7,25
806,lin,3,30,7,26
807,lin,3,30,7,27
808,lin,3,30,7,28
809,lin,3,30,7,29
810,lin,3,30,8,0
811,lin,3,30,8,1
812,lin,3,30,8,2
813,lin,3,30,8,3
814,lin,3,30,8,4
815,lin,3,30,8,5
816,lin,3,30,8,6
817,lin,3,30,8,7
818,lin,3,30,8,8
819,lin,3,30,8,9
820,lin,3,30,8,10
821,lin,3,30,8,11
822,lin,3,30,8,12
823,lin,3,30,8,13
824,lin,3,30,8,14
825,lin,3,30,8,15
826,lin,3,30,8,16
827,lin,3,30,8,17
828,lin,3,30,8,18
829,lin,3,30,8,19
830,lin,3,30,8,20
831,lin,3,30,8,21
832,lin,3,30,8,22
833,lin,3,30,8,23
834,lin,3,30,8,24
835,lin,3,30,8,25
836,lin,3,30,8,26
837,lin,3,30,8,27
838,lin,3,30,8,28
839,lin,3,30,8,29
840,lin,3,30,9,0
841,lin,3,30,9,1
842,lin,3,30,9,2
843,lin,3,30,9,3
844,lin,3,30,9,4
845,lin,3,30,9,5
846,lin,3,30,9,6
847,lin,3,30,9,7
848,lin,3,30,9,8
849,lin,3,30,9,9
850,lin,3,30,9,10
851,lin,3,30,9,11
852,lin,3,30,9,12
853,lin,3,30,9,13
854,lin,3,30,9,14
855,lin,3,30,9,15
856,lin,3,30,9,16
857,lin,3,30,9,17
858,lin,3,30,9,18
859,lin,3,30,9,19
860,lin,3,30,9,20
861,lin,3,30,9,21
862,lin,3,30,9,22
863,lin,3,30,9,23
864,lin,3,30,9,24
865,lin,3,30,9,25
866,lin,3,30,9,26
867,lin,3,30,9,27
868,lin,3,30,9,28
869,lin,3,30,9,29
870,lin,3,30,10,0
871,lin,3,30,10,1
872,lin,3,30,10,2
873,lin,3,30,10,3
874,lin,3,30,10,4
875,lin,3,30,10,5
876,lin,3,30,10,6
877,lin,3,30,10,7
878,lin,3,30,10,8
879,lin,3,30,10,9
880,lin,3,30,10,10
881,lin,3,30,10,11
882,lin,3,30,10,12
883,lin,3,30,10,13
884,lin,3,30,10,14
885,lin,3,30,10,15
886,lin,3,30,10,16
887,lin,3,30,10,17
888,lin,3,30,10,18
889,lin,3,30,10,19
890,lin,3,30,10,20
891,lin,3,30,10,21
892,lin,3,30,10,22
893,lin,3,30,10,23
894,lin,3,30,10,24
895,lin,3,30,10,25
896,lin,3,30,10,26
897,lin,3,30,10,27
898,lin,3,30,10,28
899,lin,3,30,10,29
900,lin,6,10,1,0
901,lin,6,10,1,1
902,lin,6,10,1,2
903,lin,6,10,1,3
904,lin,6,10,1,4
905,lin,6,10,1,5
906,lin,6,10,1,6
907,lin,6,10,1,7
908,lin,6,10,1,8
909,lin,6,10,1,9
910,lin,6,10,1,10
911,lin,6,10,1,11
912,lin,6,10,1,12
913,lin,6,10,1,13
914,lin,6,10,1,14
915,lin,6,10,1,15
916,lin,6,10,1,16
917,lin,6,10,1,17
918,lin,6,10,1,18
919,lin,6,10,1,19
920,lin,6,10,1,20
921,lin,6,10,1,21
922,lin,6,10,1,22
923,lin,6,10,1,23
924,lin,6,10,1,24
925,lin,6,10,1,25
926,lin,6,10,1,26
927,lin,6,10,1,27
928,lin,6,10,1,28
929,lin,6,10,1,29
930,lin,6,10,2,0
931,lin,6,10,2,1
932,lin,6,10,2,2
933,lin,6,10,2,3
934,lin,6,10,2,4
935,lin,6,10,2,5
936,lin,6,10,2,6
937,lin,6,10,2,7
938,lin,6,10,2,8
939,lin,6,10,2,9
940,lin,6,10,2,10
941,lin,6,10,2,11
942,lin,6,10,2,12
943,lin,6,10,2,13
944,lin,6,10,2,14
945,lin,6,10,2,15
946,lin,6,10,2,16
947,lin,6,10,2,17
948,lin,6,10,2,18
949,lin,6,10,2,19
950,lin,6,10,2,20
951,lin,6,10,2,21
952,lin,6,10,2,22
953,lin,6,10,2,23
954,lin,6,10,2,24
955,lin,6,10,2,25
956,lin,6,10,2,26
957,lin,6,10,2,27
958,lin,6,10,2,28
959,lin,6,10,2,29
960,lin,6,10,3,0
961,lin,6,10,3,1
962,lin,6,10,3,2
963,lin,6,10,3,3
964,lin,6,10,3,4
965,lin,6,10,3,5
966,lin,6,10,3,6
967,lin,6,10,3,7
968,lin,6,10,3,8
969,lin,6,10,3,9
970,lin,6,10,3,10
971,lin,6,10,3,11
972,lin,6,10,3,12
973,lin,6,10,3,13
974,lin,6,10,3,14
975,lin,6,10,3,15
976,lin,6,10,3,16
977,lin,6,10,3,17
978,lin,6,10,3,18
979,lin,6,10,3,19
980,lin,6,10,3,20
981,lin,6,10,3,21
982,lin,6,10,3,22
983,lin,6,10,3,23
984,lin,6,10,3,24
985,lin,6,10,3,25
986,lin,6,10,3,26
987,lin,6,10,3,27
988,lin,6,10,3,28
989,lin,6,10,3,29
990,lin,6,10,4,0
991,lin,6,10,4,1
992,lin,6,10,4,2
993,lin,6,10,4,3
994,lin,6,10,4,4
995,lin,6,10,4,5
996,lin,6,10,4,6
997,lin,6,10,4,7
998,lin,6,10,4,8
999,lin,6,10,4,9
1000,lin,6,10,4,10
1001,lin,6,10,4,11
1002,lin,6,10,4,12
1003,lin,6,10,4,13
1004,lin,6,10,4,14
1005,lin,6,10,4,15
1006,lin,6,10,4,16
1007,lin,6,10,4,17
1008,lin,6,10,4,18
1009,lin,6,10,4,19
1010,lin,6,10,4,20
1011,lin,6,10,4,21
1012,lin,6,10,4,22
1013,lin,6,10,4,23
1014,lin,6,10,4,24
1015,lin,6,10,4,25
1016,lin,6,10,4,26
1017,lin,6,10,4,27
1018,lin,6,10,4,28
1019,lin,6,10,4,29
1020,lin,6,10,5,0
1021,lin,6,10,5,1
1022,lin,6,10,5,2
1023,lin,6,10,5,3
1024,lin,6,10,5,4
1025,lin,6,10,5,5
1026,lin,6,10,5,6
1027,lin,6,10,5,7
1028,lin,6,10,5,8
1029,lin,6,10,5,9
1030,lin,6,10,5,10
1031,lin,6,10,5,11
1032,lin,6,10,5,12
1033,lin,6,10,5,13
1034,lin,6,10,5,14
1035,lin,6,10,5,15
1036,lin,6,10,5,16
1037,lin,6,10,5,17
1038,lin,6,10,5,18
1039,lin,6,10,5,19
1040,lin,6,10,5,20
1041,lin,6,10,5,21
1042,lin,6,10,5,22
1043,lin,6,10,5,23
1044,lin,6,10,5,24
1045,lin,6,10,5,25
1046,lin,6,10,5,26
1047,lin,6,10,5,27
1048,lin,6,10,5,28
1049,lin,6,10,5,29
1050,lin,6,10,6,0
1051,lin,6,10,6,1
1052,lin,6,10,6,2
1053,lin,6,10,6,3
1054,lin,6,10,6,4
1055,lin,6,10,6,5
1056,lin,6,10,6,6
1057,lin,6,10,6,7
1058,lin,6,10,6,8
1059,lin,6,10,6,9
1060,lin,6,10,6,10
1061,lin,6,10,6,11
1062,lin,6,10,6,12
1063,lin,6,10,6,13
1064,lin,6,10,6,14
1065,lin,6,10,6,15
1066,lin,6,10,6,16
1067,lin,6,10,6,17
1068,lin,6,10,6,18
1069,lin,6,10,6,19
