,method,K,radius,noise_level,run
8015,pmlat,10,30,8,5
8016,pmlat,10,30,8,6
8017,pmlat,10,30,8,7
8018,pmlat,10,30,8,8
8019,pmlat,10,30,8,9
8020,pmlat,10,30,8,10
8021,pmlat,10,30,8,11
8022,pmlat,10,30,8,12
8023,pmlat,10,30,8,13
8024,pmlat,10,30,8,14
8025,pmlat,10,30,8,15
8026,pmlat,10,30,8,16
8027,pmlat,10,30,8,17
8028,pmlat,10,30,8,18
8029,pmlat,10,30,8,19
8030,pmlat,10,30,8,20
8031,pmlat,10,30,8,21
8032,pmlat,10,30,8,22
8033,pmlat,10,30,8,23
8034,pmlat,10,30,8,24
8035,pmlat,10,30,8,25
8036,pmlat,10,30,8,26
8037,pmlat,10,30,8,27
8038,pmlat,10,30,8,28
8039,pmlat,10,30,8,29
8040,pmlat,10,30,9,0
8041,pmlat,10,30,9,1
8042,pmlat,10,30,9,2
8043,pmlat,10,30,9,3
8044,pmlat,10,30,9,4
8045,pmlat,10,30,9,5
8046,pmlat,10,30,9,6
8047,pmlat,10,30,9,7
8048,pmlat,10,30,9,8
8049,pmlat,10,30,9,9
8050,pmlat,10,30,9,10
8051,pmlat,10,30,9,11
8052,pmlat,10,30,9,12
8053,pmlat,10,30,9,13
8054,pmlat,10,30,9,14
8055,pmlat,10,30,9,15
8056,pmlat,10,30,9,16
8057,pmlat,10,30,9,17
8058,pmlat,10,30,9,18
8059,pmlat,10,30,9,19
8060,pmlat,10,30,9,20
8061,pmlat,10,30,9,21
8062,pmlat,10,30,9,22
8063,pmlat,10,30,9,23
8064,pmlat,10,30,9,24
8065,pmlat,10,30,9,25
8066,pmlat,10,30,9,26
8067,pmlat,10,30,9,27
8068,pmlat,10,30,9,28
8069,pmlat,10,30,9,29
8070,pmlat,10,30,10,0
8071,pmlat,10,30,10,1
8072,pmlat,10,30,10,2
8073,pmlat,10,30,10,3
8074,pmlat,10,30,10,4
8075,pmlat,10,30,10,5
8076,pmlat,10,30,10,6
8077,pmlat,10,30,10,7
8078,pmlat,10,30,10,8
8079,pmlat,10,30,10,9
8080,pmlat,10,30,10,10
8081,pmlat,10,30,10,11
8082,pmlat,10,30,10,12
8083,pmlat,10,30,10,13
8084,pmlat,10,30,10,14
8085,pmlat,10,30,10,15
8086,pmlat,10,30,10,16
8087,pmlat,10,30,10,17
8088,pmlat,10,30,10,18
8089,pmlat,10,30,10,19
8090,pmlat,10,30,10,20
8091,pmlat,10,30,10,21
8092,pmlat,10,30,10,22
8093,pmlat,10,30,10,23
8094,pmlat,10,30,10,24
8095,pmlat,10,30,10,25
8096,pmlat,10,30,10,26
8097,pmlat,10,30,10,27
8098,pmlat,10,30,10,28
8099,pmlat,10,30,10,29
8100,pml,3,10,1,0
8101,pml,3,10,1,1
8102,pml,3,10,1,2
8103,pml,3,10,1,3
8104,pml,3,10,1,4
8105,pml,3,10,1,5
8106,pml,3,10,1,6
8107,pml,3,10,1,7
8108,pml,3,10,1,8
8109,pml,3,10,1,9
8110,pml,3,10,1,10
8111,pml,3,10,1,11
8112,pml,3,10,1,12
8113,pml,3,10,1,13
8114,pml,3,10,1,14
8115,pml,3,10,1,15
8116,pml,3,10,1,16
8117,pml,3,10,1,17
8118,pml,3,10,1,18
8119,pml,3,10,1,19
8120,pml,3,10,1,20
8121,pml,3,10,1,21
8122,pml,3,10,1,22
8123,pml,3,10,1,23
8124,pml,3,10,1,24
8125,pml,3,10,1,25
8126,pml,3,10,1,26
8127,pml,3,10,1,27
8128,pml,3,10,1,28
8129,pml,3,10,1,29
8130,pml,3,10,2,0
8131,pml,3,10,2,1
8132,pml,3,10,2,2
8133,pml,3,10,2,3
8134,pml,3,10,2,4
8135,pml,3,10,2,5
8136,pml,3,10,2,6
8137,pml,3,10,2,7
8138,pml,3,10,2,8
8139,pml,3,10,2,9
8140,pml,3,10,2,10
8141,pml,3,10,2,11
8142,pml,3,10,2,12
8143,pml,3,10,2,13
8144,pml,3,10,2,14
8145,pml,3,10,2,15
8146,pml,3,10,2,16
8147,pml,3,10,2,17
8148,pml,3,10,2,18
8149,pml,3,10,2,19
8150,pml,3,10,2,20
8151,pml,3,10,2,21
8152,pml,3,10,2,22
8153,pml,3,10,2,23
8154,pml,3,10,2,24
8155,pml,3,10,2,25
8156,pml,3,10,2,26
8157,pml,3,10,2,27
8158,pml,3,10,2,28
8159,pml,3,10,2,29
8160,pml,3,10,3,0
8161,pml,3,10,3,1
8162,pml,3,10,3,2
8163,pml,3,10,3,3
8164,pml,3,10,3,4
8165,pml,3,10,3,5
8166,pml,3,10,3,6
8167,pml,3,10,3,7
8168,pml,3,10,3,8
8169,pml,3,10,3,9
8170,pml,3,10,3,10
8171,pml,3,10,3,11
8172,pml,3,10,3,12
8173,pml,3,10,3,13
8174,pml,3,10,3,14
8175,pml,3,10,3,15
8176,pml,3,10,3,16
8177,pml,3,10,3,17
8178,pml,3,10,3,18
8179,pml,3,10,3,19
8180,pml,3,10,3,20
8181,pml,3,10,3,21
8182,pml,3,10,3,22
8183,pml,3,10,3,23
8184,pml,3,10,3,24
8185,pml,3,10,3,25
8186,pml,3,10,3,26
8187,pml,3,10,3,27
8188,pml,3,10,3,28
8189,pml,3,10,3,29
8190,pml,3,10,4,0
8191,pml,3,10,4,1
8192,pml,3,10,4,2
8193,pml,3,10,4,3
8194,pml,3,10,4,4
8195,pml,3,10,4,5
8196,pml,3,10,4,6
8197,pml,3,10,4,7
8198,pml,3,10,4,8
8199,pml,3,10,4,9
8200,pml,3,10,4,10
8201,pml,3,10,4,11
8202,pml,3,10,4,12
8203,pml,3,10,4,13
8204,pml,3,10,4,14
8205,pml,3,10,4,15
8206,pml,3,10,4,16
8207,pml,3,10,4,17
8208,pml,3,10,4,18
8209,pml,3,10,4,19
8210,pml,3,10,4,20
8211,pml,3,10,4,21
8212,pml,3,10,4,22
8213,pml,3,10,4,23
8214,pml,3,10,4,24
8215,pml,3,10,4,25
8216,pml,3,10,4,26
8217,pml,3,10,4,27
8218,pml,3,10,4,28
8219,pml,3,10,4,29
8220,pml,3,10,5,0
8221,pml,3,10,5,1
8222,pml,3,10,5,2
8223,pml,3,10,5,3
8224,pml,3,10,5,4
8225,pml,3,10,5,5
8226,pml,3,10,5,6
8227,pml,3,10,5,7
8228,pml,3,10,5,8
8229,pml,3,10,5,9
8230,pml,3,10,5,10
8231,pml,3,10,5,11
8232,pml,3,10,5,12
8233,pml,3,10,5,13
8234,pml,3,10,5,14
8235,pml,3,10,5,15
8236,pml,3,10,5,16
8237,pml,3,10,5,17
8238,pml,3,10,5,18
8239,pml,3,10,5,19
8240,pml,3,10,5,20
8241,pml,3,10,5,21
8242,pml,3,10,5,22
8243,pml,3,10,5,23
8244,pml,3,10,5,24
8245,pml,3,10,5,25
8246,pml,3,10,5,26
8247,pml,3,10,5,27
8248,pml,3,10,5,28
8249,pml,3,10,5,29
8250,pml,3,10,6,0
8251,pml,3,10,6,1
8252,pml,3,10,6,2
8253,pml,3,10,6,3
8254,pml,3,10,6,4
8255,pml,3,10,6,5
8256,pml,3,10,6,6
8257,pml,3,10,6,7
8258,pml,3,10,6,8
8259,pml,3,10,6,9
8260,pml,3,10,6,10
8261,pml,3,10,6,11
8262,pml,3,10,6,12
8263,pml,3,10,6,13
8264,pml,3,10,6,14
8265,pml,3,10,6,15
8266,pml,3,10,6,16
8267,pml,3,10,6,17
8268,pml,3,10,6,18
8269,pml,3,10,6,19
8270,pml,3,10,6,20
8271,pml,3,10,6,21
8272,pml,3,10,6,22
8273,pml,3,10,6,23
8274,pml,3,10,6,24
8275,pml,3,10,6,25
8276,pml,3,10,6,26
8277,pml,3,10,6,27
8278,pml,3,10,6,28
8279,pml,3,10,6,29
8280,pml,3,10,7,0
8281,pml,3,10,7,1
8282,pml,3,10,7,2
8283,pml,3,10,7,3
8284,pml,3,10,7,4
8285,pml,3,10,7,5
8286,pml,3,10,7,6
8287,pml,3,10,7,7
8288,pml,3,10,7,8
8289,pml,3,10,7,9
8290,pml,3,10,7,10
8291,pml,3,10,7,11
8292,pml,3,10,7,12
8293,pml,3,10,7,13
8294,pml,3,10,7,14
8295,pml,3,10,7,15
8296,pml,3,10,7,16
8297,pml,3,10,7,17
8298,pml,3,10,7,18
8299,pml,3,10,7,19
8300,pml,3,10,7,20
8301,pml,3,10,7,21
8302,pml,3,10,7,22
8303,pml,3,10,7,23
8304,pml,3,10,7,24
8305,pml,3,10,7,25
8306,pml,3,10,7,26
8307,pml,3,10,7,27
8308,pml,3,10,7,28
8309,pml,3,10,7,29
8310,pml,3,10,8,0
8311,pml,3,10,8,1
8312,pml,3,10,8,2
8313,pml,3,10,8,3
8314,pml,3,10,8,4
8315,pml,3,10,8,5
8316,pml,3,10,8,6
8317,pml,3,10,8,7
8318,pml,3,10,8,8
8319,pml,3,10,8,9
8320,pml,3,10,8,10
8321,pml,3,10,8,11
8322,pml,3,10,8,12
8323,pml,3,10,8,13
8324,pml,3,10,8,14
8325,pml,3,10,8,15
8326,pml,3,10,8,16
8327,pml,3,10,8,17
8328,pml,3,10,8,18
8329,pml,3,10,8,19
8330,pml,3,10,8,20
8331,pml,3,10,8,21
8332,pml,3,10,8,22
8333,pml,3,10,8,23
8334,pml,3,10,8,24
8335,pml,3,10,8,25
8336,pml,3,10,8,26
8337,pml,3,10,8,27
8338,pml,3,10,8,28
8339,pml,3,10,8,29
8340,pml,3,10,9,0
8341,pml,3,10,9,1
8342,pml,3,10,9,2
8343,pml,3,10,9,3
8344,pml,3,10,9,4
8345,pml,3,10,9,5
8346,pml,3,10,9,6
8347,pml,3,10,9,7
8348,pml,3,10,9,8
8349,pml,3,10,9,9
8350,pml,3,10,9,10
8351,pml,3,10,9,11
8352,pml,3,10,9,12
8353,pml,3,10,9,13
8354,pml,3,10,9,14
8355,pml,3,10,9,15
8356,pml,3,10,9,16
8357,pml,3,10,9,17
8358,pml,3,10,9,18
8359,pml,3,10,9,19
8360,pml,3,10,9,20
8361,pml,3,10,9,21
8362,pml,3,10,9,22
8363,pml,3,10,9,23
8364,pml,3,10,9,24
8365,pml,3,10,9,25
8366,pml,3,10,9,26
8367,pml,3,10,9,27
8368,pml,3,10,9,28
8369,pml,3,10,9,29
8370,pml,3,10,10,0
8371,pml,3,10,10,1
8372,pml,3,10,10,2
8373,pml,3,10,10,3
8374,pml,3,10,10,4
8375,pml,3,10,10,5
8376,pml,3,10,10,6
8377,pml,3,10,10,7
8378,pml,3,10,10,8
8379,pml,3,10,10,9
8380,pml,3,10,10,10
8381,pml,3,10,10,11
8382,pml,3,10,10,12
8383,pml,3,10,10,13
8384,pml,3,10,10,14
8385,pml,3,10,10,15
8386,pml,3,10,10,16
8387,pml,3,10,10,17
8388,pml,3,10,10,18
8389,pml,3,10,10,19
8390,pml,3,10,10,20
8391,pml,3,10,10,21
8392,pml,3,10,10,22
8393,pml,3,10,10,23
8394,pml,3,10,10,24
8395,pml,3,10,10,25
8396,pml,3,10,10,26
8397,pml,3,10,10,27
8398,pml,3,10,10,28
8399,pml,3,10,10,29
8400,pml,3,20,1,0
8401,pml,3,20,1,1
8402,pml,3,20,1,2
8403,pml,3,20,1,3
8404,pml,3,20,1,4
8405,pml,3,20,1,5
8406,pml,3,20,1,6
8407,pml,3,20,1,7
8408,pml,3,20,1,8
8409,pml,3,20,1,9
8410,pml,3,20,1,10
8411,pml,3,20,1,11
8412,pml,3,20,1,12
8413,pml,3,20,1,13
8414,pml,3,20,1,14
8415,pml,3,20,1,15
8416,pml,3,20,1,16
8417,pml,3,20,1,17
8418,pml,3,20,1,18
8419,pml,3,20,1,19
8420,pml,3,20,1,20
8421,pml,3,20,1,21
8422,pml,3,20,1,22
8423,pml,3,20,1,23
8424,pml,3,20,1,24
8425,pml,3,20,1,25
8426,pml,3,20,1,26
8427,pml,3,20,1,27
8428,pml,3,20,1,28
8429,pml,3,20,1,29
8430,pml,3,20,2,0
8431,pml,3,20,2,1
8432,pml,3,20,2,2
8433,pml,3,20,2,3
8434,pml,3,20,2,4
8435,pml,3,20,2,5
8436,pml,3,20,2,6
8437,pml,3,20,2,7
8438,pml,3,20,2,8
8439,pml,3,20,2,9
8440,pml,3,20,2,10
8441,pml,3,20,2,11
8442,pml,3,20,2,12
8443,pml,3,20,2,13
8444,pml,3,20,2,14
8445,pml,3,20,2,15
8446,pml,3,20,2,16
8447,pml,3,20,2,17
8448,pml,3,20,2,18
8449,pml,3,20,2,19
8450,pml,3,20,2,20
8451,pml,3,20,2,21
8452,pml,3,20,2,22
8453,pml,3,20,2,23
8454,pml,3,20,2,24
8455,pml,3,20,2,25
8456,pml,3,20,2,26
8457,pml,3,20,2,27
8458,pml,3,20,2,28
8459,pml,3,20,2,29
8460,pml,3,20,3,0
8461,pml,3,20,3,1
8462,pml,3,20,3,2
8463,pml,3,20,3,3
8464,pml,3,20,3,4
8465,pml,3,20,3,5
8466,pml,3,20,3,6
8467,pml,3,20,3,7
8468,pml,3,20,3,8
8469,pml,3,20,3,9
8470,pml,3,20,3,10
8471,pml,3,20,3,11
8472,pml,3,20,3,12
8473,pml,3,20,3,13
8474,pml,3,20,3,14
8475,pml,3,20,3,15
8476,pml,3,20,3,16
8477,pml,3,20,3,17
8478,pml,3,20,3,18
8479,pml,3,20,3,19
8480,pml,3,20,3,20
8481,pml,3,20,3,21
8482,pml,3,20,3,22
8483,pml,3,20,3,23
8484,pml,3,20,3,24
8485,pml,3,20,3,25
8486,pml,3,20,3,26
8487,pml,3,20,3,27
8488,pml,3,20,3,28
8489,pml,3,20,3,29
8490,pml,3,20,4,0
8491,pml,3,20,4,1
8492,pml,3,20,4,2
8493,pml,3,20,4,3
8494,pml,3,20,4,4
8495,pml,3,20,4,5
8496,pml,3,20,4,6
8497,pml,3,20,4,7
8498,pml,3,20,4,8
8499,pml,3,20,4,9
8500,pml,3,20,4,10
8501,pml,3,20,4,11
8502,pml,3,20,4,12
8503,pml,3,20,4,13
8504,pml,3,20,4,14
8505,pml,3,20,4,15
8506,pml,3,20,4,16
8507,pml,3,20,4,17
8508,pml,3,20,4,18
8509,pml,3,20,4,19
8510,pml,3,20,4,20
8511,pml,3,20,4,21
8512,pml,3,20,4,22
8513,pml,3,20,4,23
8514,pml,3,20,4,24
8515,pml,3,20,4,25
8516,pml,3,20,4,26
8517,pml,3,20,4,27
8518,pml,3,20,4,28
8519,pml,3,20,4,29
8520,pml,3,20,5,0
8521,pml,3,20,5,1
8522,pml,3,20,5,2
8523,pml,3,20,5,3
8524,pml,3,20,5,4
8525,pml,3,20,5,5
8526,pml,3,20,5,6
8527,pml,3,20,5,7
8528,pml,3,20,5,8
8529,pml,3,20,5,9
8530,pml,3,20,5,10
8531,pml,3,20,5,11
8532,pml,3,20,5,12
8533,pml,3,20,5,13
8534,pml,3,20,5,14
8535,pml,3,20,5,15
8536,pml,3,20,5,16
8537,pml,3,20,5,17
8538,pml,3,20,5,18
8539,pml,3,20,5,19
8540,pml,3,20,5,20
8541,pml,3,20,5,21
8542,pml,3,20,5,22
8543,pml,3,20,5,23
8544,pml,3,20,5,24
8545,pml,3,20,5,25
8546,pml,3,20,5,26
8547,pml,3,20,5,27
8548,pml,3,20,5,28
8549,pml,3,20,5,29
8550,pml,3,20,6,0
8551,pml,3,20,6,1
8552,pml,3,20,6,2
8553,pml,3,20,6,3
8554,pml,3,20,6,4
8555,pml,3,20,6,5
8556,pml,3,20,6,6
8557,pml,3,20,6,7
8558,pml,3,20,6,8
8559,pml,3,20,6,9
8560,pml,3,20,6,10
8561,pml,3,20,6,11
8562,pml,3,20,6,12
8563,pml,3,20,6,13
8564,pml,3,20,6,14
8565,pml,3,20,6,15
8566,pml,3,20,6,16
8567,pml,3,20,6,17
8568,pml,3,20,6,18
8569,pml,3,20,6,19
8570,pml,3,20,6,20
8571,pml,3,20,6,21
8572,pml,3,20,6,22
8573,pml,3,20,6,23
8574,pml,3,20,6,24
8575,pml,3,20,6,25
8576,pml,3,20,6,26
8577,pml,3,20,6,27
8578,pml,3,20,6,28
8579,pml,3,20,6,29
8580,pml,3,20,7,0
8581,pml,3,20,7,1
8582,pml,3,20,7,2
8583,pml,3,20,7,3
8584,pml,3,20,7,4
8585,pml,3,20,7,5
8586,pml,3,20,7,6
8587,pml,3,20,7,7
8588,pml,3,20,7,8
8589,pml,3,20,7,9
8590,pml,3,20,7,10
8591,pml,3,20,7,11
8592,pml,3,20,7,12
8593,pml,3,20,7,13
8594,pml,3,20,7,14
8595,pml,3,20,7,15
8596,pml,3,20,7,16
8597,pml,3,20,7,17
8598,pml,3,20,7,18
8599,pml,3,20,7,19
8600,pml,3,20,7,20
8601,pml,3,20,7,21
8602,pml,3,20,7,22
8603,pml,3,20,7,23
8604,pml,3,20,7,24
8605,pml,3,20,7,25
8606,pml,3,20,7,26
8607,pml,3,20,7,27
8608,pml,3,20,7,28
8609,pml,3,20,7,29
8610,pml,3,20,8,0
8611,pml,3,20,8,1
8612,pml,3,20,8,2
8613,pml,3,20,8,3
8614,pml,3,20,8,4
8615,pml,3,20,8,5
8616,pml,3,20,8,6
8617,pml,3,20,8,7
8618,pml,3,20,8,8
8619,pml,3,20,8,9
8620,pml,3,20,8,10
8621,pml,3,20,8,11
8622,pml,3,20,8,12
8623,pml,3,20,8,13
8624,pml,3,20,8,14
8625,pml,3,20,8,15
8626,pml,3,20,8,16
8627,pml,3,20,8,17
8628,pml,3,20,8,18
8629,pml,3,20,8,19
8630,pml,3,20,8,20
8631,pml,3,20,8,21
8632,pml,3,20,8,22
8633,pml,3,20,8,23
8634,pml,3,20,8,24
8635,pml,3,20,8,25
8636,pml,3,20,8,26
8637,pml,3,20,8,27
8638,pml,3,20,8,28
8639,pml,3,20,8,29
8640,pml,3,20,9,0
8641,pml,3,20,9,1
8642,pml,3,20,9,2
8643,pml,3,20,9,3
8644,pml,3,20,9,4
8645,pml,3,20,9,5
8646,pml,3,20,9,6
8647,pml,3,20,9,7
8648,pml,3,20,9,8
8649,pml,3,20,9,9
8650,pml,3,20,9,10
8651,pml,3,20,9,11
8652,pml,3,20,9,12
8653,pml,3,20,9,13
8654,pml,3,20,9,14
8655,pml,3,20,9,15
8656,pml,3,20,9,16
8657,pml,3,20,9,17
8658,pml,3,20,9,18
8659,pml,3,20,9,19
8660,pml,3,20,9,20
8661,pml,3,20,9,21
8662,pml,3,20,9,22
8663,pml,3,20,9,23
8664,pml,3,20,9,24
8665,pml,3,20,9,25
8666,pml,3,20,9,26
8667,pml,3,20,9,27
8668,pml,3,20,9,28
8669,pml,3,20,9,29
8670,pml,3,20,10,0
8671,pml,3,20,10,1
8672,pml,3,20,10,2
8673,pml,3,20,10,3
8674,pml,3,20,10,4
8675,pml,3,20,10,5
8676,pml,3,20,10,6
8677,pml,3,20,10,7
8678,pml,3,20,10,8
8679,pml,3,20,10,9
8680,pml,3,20,10,10
8681,pml,3,20,10,11
8682,pml,3,20,10,12
8683,pml,3,20,10,13
8684,pml,3,20,10,14
8685,pml,3,20,10,15
8686,pml,3,20,10,16
8687,pml,3,20,10,17
8688,pml,3,20,10,18
8689,pml,3,20,10,19
8690,pml,3,20,10,20
8691,pml,3,20,10,21
8692,pml,3,20,10,22
8693,pml,3,20,10,23
8694,pml,3,20,10,24
8695,pml,3,20,10,25
8696,pml,3,20,10,26
8697,pml,3,20,10,27
8698,pml,3,20,10,28
8699,pml,3,20,10,29
8700,pml,3,30,1,0
8701,pml,3,30,1,1
8702,pml,3,30,1,2
8703,pml,3,30,1,3
8704,pml,3,30,1,4
8705,pml,3,30,1,5
8706,pml,3,30,1,6
8707,pml,3,30,1,7
8708,pml,3,30,1,8
8709,pml,3,30,1,9
8710,pml,3,30,1,10
8711,pml,3,30,1,11
8712,pml,3,30,1,12
8713,pml,3,30,1,13
8714,pml,3,30,1,14
8715,pml,3,30,1,15
8716,pml,3,30,1,16
8717,pml,3,30,1,17
8718,pml,3,30,1,18
8719,pml,3,30,1,19
8720,pml,3,30,1,20
8721,pml,3,30,1,21
8722,pml,3,30,1,22
8723,pml,3,30,1,23
8724,pml,3,30,1,24
8725,pml,3,30,1,25
8726,pml,3,30,1,26
8727,pml,3,30,1,27
8728,pml,3,30,1,28
8729,pml,3,30,1,29
8730,pml,3,30,2,0
8731,pml,3,30,2,1
8732,pml,3,30,2,2
8733,pml,3,30,2,3
8734,pml,3,30,2,4
8735,pml,3,30,2,5
8736,pml,3,30,2,6
8737,pml,3,30,2,7
8738,pml,3,30,2,8
8739,pml,3,30,2,9
8740,pml,3,30,2,10
8741,pml,3,30,2,11
8742,pml,3,30,2,12
8743,pml,3,30,2,13
8744,pml,3,30,2,14
8745,pml,3,30,2,15
8746,pml,3,30,2,16
8747,pml,3,30,2,17
8748,pml,3,30,2,18
8749,pml,3,30,2,19
8750,pml,3,30,2,20
8751,pml,3,30,2,21
8752,pml,3,30,2,22
8753,pml,3,30,2,23
8754,pml,3,30,2,24
8755,pml,3,30,2,25
8756,pml,3,30,2,26
8757,pml,3,30,2,27
8758,pml,3,30,2,28
8759,pml,3,30,2,29
8760,pml,3,30,3,0
8761,pml,3,30,3,1
8762,pml,3,30,3,2
8763,pml,3,30,3,3
8764,pml,3,30,3,4
8765,pml,3,30,3,5
8766,pml,3,30,3,6
8767,pml,3,30,3,7
8768,pml,3,30,3,8
8769,pml,3,30,3,9
8770,pml,3,30,3,10
8771,pml,3,30,3,11
8772,pml,3,30,3,12
8773,pml,3,30,3,13
8774,pml,3,30,3,14
8775,pml,3,30,3,15
8776,pml,3,30,3,16
8777,pml,3,30,3,17
8778,pml,3,30,3,18
8779,pml,3,30,3,19
8780,pml,3,30,3,20
8781,pml,3,30,3,21
8782,pml,3,30,3,22
8783,pml,3,30,3,23
8784,pml,3,30,3,24
8785,pml,3,30,3,25
8786,pml,3,30,3,26
8787,pml,3,30,3,27
8788,pml,3,30,3,28
8789,pml,3,30,3,29
8790,pml,3,30,4,0
8791,pml,3,30,4,1
8792,pml,3,30,4,2
8793,pml,3,30,4,3
8794,pml,3,30,4,4
8795,pml,3,30,4,5
8796,pml,3,30,4,6
8797,pml,3,30,4,7
8798,pml,3,30,4,8
8799,pml,3,30,4,9
8800,pml,3,30,4,10
8801,pml,3,30,4,11
8802,pml,3,30,4,12
8803,pml,3,30,4,13
8804,pml,3,30,4,14
8805,pml,3,30,4,15
8806,pml,3,30,4,16
8807,pml,3,30,4,17
8808,pml,3,30,4,18
8809,pml,3,30,4,19
8810,pml,3,30,4,20
8811,pml,3,30,4,21
8812,pml,3,30,4,22
8813,pml,3,30,4,23
8814,pml,3,30,4,24
8815,pml,3,30,4,25
8816,pml,3,30,4,26
8817,pml,3,30,4,27
8818,pml,3,30,4,28
8819,pml,3,30,4,29
8820,pml,3,30,5,0
8821,pml,3,30,5,1
8822,pml,3,30,5,2
8823,pml,3,30,5,3
8824,pml,3,30,5,4
8825,pml,3,30,5,5
8826,pml,3,30,5,6
8827,pml,3,30,5,7
8828,pml,3,30,5,8
8829,pml,3,30,5,9
8830,pml,3,30,5,10
8831,pml,3,30,5,11
8832,pml,3,30,5,12
8833,pml,3,30,5,13
8834,pml,3,30,5,14
8835,pml,3,30,5,15
8836,pml,3,30,5,16
8837,pml,3,30,5,17
8838,pml,3,30,5,18
8839,pml,3,30,5,19
8840,pml,3,30,5,20
8841,pml,3,30,5,21
8842,pml,3,30,5,22
8843,pml,3,30,5,23
8844,pml,3,30,5,24
8845,pml,3,30,5,25
8846,pml,3,30,5,26
8847,pml,3,30,5,27
8848,pml,3,30,5,28
8849,pml,3,30,5,29
8850,pml,3,30,6,0
8851,pml,3,30,6,1
8852,pml,3,30,6,2
8853,pml,3,30,6,3
8854,pml,3,30,6,4
8855,pml,3,30,6,5
8856,pml,3,30,6,6
8857,pml,3,30,6,7
8858,pml,3,30,6,8
8859,pml,3,30,6,9
8860,pml,3,30,6,10
8861,pml,3,30,6,11
8862,pml,3,30,6,12
8863,pml,3,30,6,13
8864,pml,3,30,6,14
8865,pml,3,30,6,15
8866,pml,3,30,6,16
8867,pml,3,30,6,17
8868,pml,3,30,6,18
8869,pml,3,30,6,19
8870,pml,3,30,6,20
8871,pml,3,30,6,21
8872,pml,3,30,6,22
8873,pml,3,30,6,23
8874,pml,3,30,6,24
8875,pml,3,30,6,25
8876,pml,3,30,6,26
8877,pml,3,30,6,27
8878,pml,3,30,6,28
8879,pml,3,30,6,29
8880,pml,3,30,7,0
8881,pml,3,30,7,1
8882,pml,3,30,7,2
8883,pml,3,30,7,3
8884,pml,3,30,7,4
8885,pml,3,30,7,5
8886,pml,3,30,7,6
8887,pml,3,30,7,7
8888,pml,3,30,7,8
8889,pml,3,30,7,9
8890,pml,3,30,7,10
8891,pml,3,30,7,11
8892,pml,3,30,7,12
8893,pml,3,30,7,13
8894,pml,3,30,7,14
8895,pml,3,30,7,15
8896,pml,3,30,7,16
8897,pml,3,30,7,17
8898,pml,3,30,7,18
8899,pml,3,30,7,19
8900,pml,3,30,7,20
8901,pml,3,30,7,21
8902,pml,3,30,7,22
8903,pml,3,30,7,23
8904,pml,3,30,7,24
8905,pml,3,30,7,25
8906,pml,3,30,7,26
8907,pml,3,30,7,27
8908,pml,3,30,7,28
8909,pml,3,30,7,29
8910,pml,3,30,8,0
8911,pml,3,30,8,1
8912,pml,3,30,8,2
8913,pml,3,30,8,3
8914,pml,3,30,8,4
8915,pml,3,30,8,5
8916,pml,3,30,8,6
8917,pml,3,30,8,7
8918,pml,3,30,8,8
8919,pml,3,30,8,9
8920,pml,3,30,8,10
8921,pml,3,30,8,11
8922,pml,3,30,8,12
8923,pml,3,30,8,13
8924,pml,3,30,8,14
8925,pml,3,30,8,15
8926,pml,3,30,8,16
8927,pml,3,30,8,17
8928,pml,3,30,8,18
8929,pml,3,30,8,19
8930,pml,3,30,8,20
8931,pml,3,30,8,21
8932,pml,3,30,8,22
8933,pml,3,30,8,23
8934,pml,3,30,8,24
8935,pml,3,30,8,25
8936,pml,3,30,8,26
8937,pml,3,30,8,27
8938,pml,3,30,8,28
8939,pml,3,30,8,29
8940,pml,3,30,9,0
8941,pml,3,30,9,1
8942,pml,3,30,9,2
8943,pml,3,30,9,3
8944,pml,3,30,9,4
8945,pml,3,30,9,5
8946,pml,3,30,9,6
8947,pml,3,30,9,7
8948,pml,3,30,9,8
8949,pml,3,30,9,9
8950,pml,3,30,9,10
8951,pml,3,30,9,11
8952,pml,3,30,9,12
8953,pml,3,30,9,13
8954,pml,3,30,9,14
8955,pml,3,30,9,15
8956,pml,3,30,9,16
8957,pml,3,30,9,17
8958,pml,3,30,9,18
8959,pml,3,30,9,19
8960,pml,3,30,9,20
8961,pml,3,30,9,21
8962,pml,3,30,9,22
8963,pml,3,30,9,23
8964,pml,3,30,9,24
8965,pml,3,30,9,25
8966,pml,3,30,9,26
8967,pml,3,30,9,27
8968,pml,3,30,9,28
8969,pml,3,30,9,29
8970,pml,3,30,10,0
8971,pml,3,30,10,1
8972,pml,3,30,10,2
8973,pml,3,30,10,3
8974,pml,3,30,10,4
8975,pml,3,30,10,5
8976,pml,3,30,10,6
8977,pml,3,30,10,7
8978,pml,3,30,10,8
8979,pml,3,30,10,9
8980,pml,3,30,10,10
8981,pml,3,30,10,11
8982,pml,3,30,10,12
8983,pml,3,30,10,13
8984,pml,3,30,10,14
8985,pml,3,30,10,15
8986,pml,3,30,10,16
8987,pml,3,30,10,17
8988,pml,3,30,10,18
8989,pml,3,30,10,19
8990,pml,3,30,10,20
8991,pml,3,30,10,21
8992,pml,3,30,10,22
8993,pml,3,30,10,23
8994,pml,3,30,10,24
8995,pml,3,30,10,25
8996,pml,3,30,10,26
8997,pml,3,30,10,27
8998,pml,3,30,10,28
8999,pml,3,30,10,29
9000,pml,6,10,1,0
